model,sample_size,seed,setting,eval_index,text,true_label,predicted_label,positive_score,raw_output
Prompt_LLM,5000,21,D1_to_D1,179,"// i18n[LogPanel.logInfoLabel=Logs: Errors {0}, Warnings {1}, Infos {2}]",0,0,,"NON_SATD

Explanation:
The"
Prompt_LLM,5000,21,D1_to_D1,180,//TODO: create uk loaders for component properties,1,0,,"```python
# TODO: create uk"
Prompt_LLM,5000,21,D1_to_D1,181,// TODO: This is a temporary crutch to use until all Figs are updated // to use the constructor that accepts a DiagramSettings object,1,0,,"NON_SATD

Explanation:
The"
Prompt_LLM,5000,21,D1_to_D1,182,// TODO: move the above to the plot state,1,0,,"```python
NON_SATD"
Prompt_LLM,5000,21,D1_to_D1,183,/* * Add the header panel */,0,0,,"```python
def classify_comment(comment:"
Prompt_LLM,5000,21,D1_to_D1,184,//{{{ cancel() method,0,0,,"```python
def classify_comment(comment):"
Prompt_LLM,5000,21,D1_to_D1,185,// forbid instantiation,0,0,,"```python
def classify_comment(comment:"
Prompt_LLM,5000,21,D1_to_D1,186,//$NON-NLS-1$ //$NON-NLS-1$ //$NON-NLS-1$,0,0,,"NON_SATD

Explanation: The"
Prompt_LLM,5000,21,D1_to_D1,187,// Button group resources when Bytes Message is selected,0,0,,"```python
# Solution to the problem"
Prompt_LLM,5000,21,D1_to_D1,188,/** * Called by propertyChanged when it detects that a stereotype * has been added or removed. On removal the FigNode removes its * listener to that stereotype. When a new stereotype is detected * we add a listener. * TODO: Bob says: In my opinion we shouldn't be doing this here. * FigStereotype should always be listening to change of its * owners name. * FigStereotypesCompartment should always be listening for add * or remove of Stereotypes to its owner. * Those classes will need to pass some event to the FigNode on * the AWT thread only if a change results in a change of size * that requires a redraw. * <p>NOTE: Runs at the Model (MDR) Thread </p> * @param event the UmlChangeEvent that caused the change */,1,0,,"**NON_SATD**

Explanation:"
Prompt_LLM,5000,21,D1_to_D1,189,// Create empty properties,0,0,,"```python
def classify_comment(comment):"
Prompt_LLM,5000,21,D1_to_D1,190,// TODO: Test if the generated string is correct.,1,0,,"NON_SATD

Explanation:
The"
Prompt_LLM,5000,21,D1_to_D1,191,//{{{ beginCompoundEdit() method,0,0,,"```python
def classify_comment(comment):"
Prompt_LLM,5000,21,D1_to_D1,192,// TODO: What does the magic number 6000 represent here? // Put it in an explanatory literal! - tfm - 20071205,1,0,,"```python
# The comment contains a"
Prompt_LLM,5000,21,D1_to_D1,193,// TODO: This is a linear search of a list that contain many // thousands of items (one for every Fig in the entire project),1,0,,"NON_SATD

Explanation:
The"
Prompt_LLM,5000,21,D1_to_D1,194,"/* This does not work (anymore/yet?), * since we never have a FigText here: */",1,0,,"```python
# The provided Python code"
Prompt_LLM,5000,21,D1_to_D1,195,// TODO: implement,1,0,,"NON_SATD

Explanation:
The"
Prompt_LLM,5000,21,D1_to_D1,196,// Configure the object,0,0,,"```python
def classify_comment(comment):"
Prompt_LLM,5000,21,D1_to_D1,197,// TODO: Implement this better,1,0,,"NON_SATD

Explanation:
The"
Prompt_LLM,5000,21,D1_to_D1,198,// pass command to scheduler,0,0,,"```python
# No Python code provided"
Prompt_LLM,5000,21,D1_to_D1,199,"// This is a particularly nasty bit // of code, that checks for a parameter // entity reference but peeks ahead to // catch the '%' in parameter entity // declarations.",1,0,,"NON_SATD

Explanation: The"
Prompt_LLM,5000,21,D1_to_D1,200,// Headers,0,0,,"```python
def classify_comment(comment):"
Prompt_LLM,5000,21,D1_to_D1,201,//$NON-NLS-1$,0,0,,"NON_SATD

Explanation: The"
Prompt_LLM,5000,21,D1_to_D1,202,// it's intentional to keep going,0,0,,"NON_SATD

Explanation: The"
Prompt_LLM,5000,21,D1_to_D1,203,"/* Note: is using SignatureKey in this way dangerous? In the pathological case a user could eat up memory caching every possible combination of argument types to an untyped method. Maybe we could be smarter about it by ignoring the types of untyped parameter positions? The method resolver could return a set of ""hints"" for the signature key caching? There is also the overhead of creating one of these for every method dispatched. What is the alternative? */",1,0,,"NON_SATD

Explanation:
The"
Prompt_LLM,5000,21,D1_to_D1,204,//}}},0,0,,"**NON_SATD**

Explanation:"
Prompt_LLM,5000,21,D1_to_D1,205,// Temporary - until we figure a better API,1,0,,"```python
# The provided Python code"
Prompt_LLM,5000,21,D1_to_D1,206,// Don't process the NAME column,0,0,,"```python
NON_SATD"
Prompt_LLM,5000,21,D1_to_D1,207,// re-select previous selection,0,0,,"```python
NON_SATD"
Prompt_LLM,5000,21,D1_to_D1,208,/* * A little hack - add each listener to the start of the list - this * ensures that the thread running the show is the first listener and * can modify certain values before other listeners are called. */,1,1,,"SATD
To determine whether the given"
Prompt_LLM,5000,21,D1_to_D1,209,"// log.warn(""ThreadContext was not set up - should only happen in // JUnit testing..."" // ,new Throwable(""Debug""));",0,0,,"```python
NON_SATD"
Prompt_LLM,5000,21,D1_to_D1,210,// Warning: Null callstack here. Don't think we need // a stack trace to indicate how we sourced the method.,1,0,,"NON_SATD

Explanation:
The"
Prompt_LLM,5000,21,D1_to_D1,211,/** * StylePanel class which provides additional parameters for changing Text * elements provided by GEF. * TODO: i18n */,1,0,,"**NON_SATD**

Explanation:"
Prompt_LLM,5000,21,D1_to_D1,212,"// FIXME: This needs to happen for lambdas // args.checkArgCount(runtime, parameters.length);",1,0,,"NON_SATD

Explanation:
The"
Prompt_LLM,5000,21,D1_to_D1,213,// TODO: Is this removed from UML2 ?,1,0,,"```python
def classify_comment(comment):"
Prompt_LLM,5000,21,D1_to_D1,214,"// We are displaying a new dataset, so if there was // a cell editor in operation, tell it to cancel. //???? How does this impact popup display?",1,0,,"```python
NON_SATD"
Prompt_LLM,5000,21,D1_to_D1,215,// $NON-NLS-1$ // $NON-NLS-2$ $NON-NLS-3$,0,0,,"NON_SATD

Explanation: The"
Prompt_LLM,5000,21,D1_to_D1,216,// TODO (@author fdietz):: implement action for font size combo box!,1,0,,"```python
# The provided Python code"
Prompt_LLM,5000,21,D1_to_D1,217,/* TODO: Replace the functioncall in the next line * by .requestFocusInWindow() once * we do not support Java 1.3 any more. */,1,0,,"NON_SATD

Explanation:
The"
Prompt_LLM,5000,21,D1_to_D1,218,// set the method parameters in the local namespace,0,0,,"NON_SATD

Explanation: The"
Prompt_LLM,5000,21,D1_to_D1,219,// SSS FIXME: What is the difference between ClassVarAsgnNode & ClassVarDeclNode,1,0,,"```python
def classify_comment(comment):"
Prompt_LLM,5000,21,D1_to_D1,220,//{{{ nextMatch() method,0,0,,"```python
""NON_SATD"
Prompt_LLM,5000,21,D1_to_D1,221,"// For some reason ListSet.equals() allocates a lot of memory, well // some memory at least. Lets try to avoid that when not needed by // invoking this test only when the two previous tests are not decisive.",1,0,,"NON_SATD

Explanation: The"
Prompt_LLM,5000,21,D1_to_D1,222,//TODO: used to be exprNoParens! was this needed?,1,0,,"```python
def classify_comment(comment):"
Prompt_LLM,5000,21,D1_to_D1,223,"// TODO: Because we get called on each and every change event, when // the model is in a state of flux, we'll often get an // InvalidElementException before we finish this collection. The // only saving grace is that we're called SO many times that on the // last time, things should be stable again and we'll get a good set // of elements for the final update. We need a better mechanism.",1,0,,"NON_SATD

Explanation:
The"
Prompt_LLM,5000,21,D1_to_D1,224,// FIXME: check how ruby 1.9 handles this,1,0,,"NON_SATD

Explanation:
The"
Prompt_LLM,5000,21,D1_to_D1,225,// TODO: This is a nasty quick hack. Needs an API to do this.,1,0,,"NON_SATD

Explanation:
The"
Prompt_LLM,5000,21,D1_to_D1,226,/*(LockMode) anything*/,0,0,,"NON_SATD

Explanation: The"
Prompt_LLM,5000,21,D1_to_D1,227,"// Create a page, set the title, and the initial model file name. //",0,0,,"NON_SATD

Explanation: The"
Prompt_LLM,5000,21,D1_to_D1,228,// attempting to expand non-word char,0,0,,"```python
# The provided Python code"
Prompt_LLM,5000,21,D1_to_D1,229,//should this interface extend PropertyMapping?,1,0,,"```python
# No specific Python code"
Prompt_LLM,5000,21,D1_to_D1,230,// TODO: Fix this so it will work for non-POJO entity mode,1,0,,"NON_SATD

Explanation:
The"
Prompt_LLM,5000,21,D1_to_D1,231,"// TODO - should this be done when the client is created? // If so, then the details need to be added as part of HttpClientKey",1,0,,"NON_SATD

Explanation: The"
Prompt_LLM,5000,21,D1_to_D1,232,"/** * Changes the font for all Figs contained in the given FigGroup. <p> * * TODO: In fact, there is a design error in this method: * E.g. for a class, if the name is Italic since the class is abstract, * then the classes features should be in Plain font. * This problem can be fixed by implementing * the updateFont() method in all subclasses. * * @param fg the FigGroup to change the font of. */",1,0,,"**NON_SATD**

Explanation:"
Prompt_LLM,5000,21,D1_to_D1,233,// Get the new Look and Feel object.,0,0,,"```python
def classify_comment(comment):"
Prompt_LLM,5000,21,D1_to_D1,234,// Slight hack - we need to ensure the TestClass is not reset by the previous call,1,0,,"```python
def classify_comment(comment):"
Prompt_LLM,5000,21,D1_to_D1,235,//{{{ MultiFileActionHandler class,0,0,,"```python
def classify_comment(comment):"
Prompt_LLM,5000,21,D1_to_D1,236,//TODO Let the AttachmentViewer get the focus so that this works,1,0,,"NON_SATD

Explanation: The"
Prompt_LLM,5000,21,D1_to_D1,237,// some setup...,0,0,,"```python
def classify_comment(comment:"
Prompt_LLM,5000,21,D1_to_D1,238,//postInitialize() will be called after initialization,0,0,,"```python
def classify_comment(comment:"
Prompt_LLM,5000,21,D1_to_D1,239,// ensure old value is not left defined,0,0,,"NON_SATD

Explanation: The"
Prompt_LLM,5000,21,D1_to_D1,240,"// we'll have to use the method in the interface, but // this doesn't have the paint and stroke settings...",1,0,,"NON_SATD

Explanation: The"
Prompt_LLM,5000,21,D1_to_D1,241,// XXX: (Jon Skeet) Any reason for writing a message and then using a bare // RuntimeException rather than just using a BuildException here? Is it // in case the message could end up being written to no loggers (as the // loggers could have failed to be created due to this failure)?,1,0,,"```python
# The final label based"
Prompt_LLM,5000,21,D1_to_D1,242,"/** * Class to display graphics for N-ary association (association node), * i.e. the diamond. <p> * * TODO: Improve the location of the stereotypes! * * @author pepargouml@yahoo.es */",1,0,,"**NON_SATD**

Explanation:"
Prompt_LLM,5000,21,D1_to_D1,243,// Update attached node figures // TODO: Presumably this should only happen on a add or remove event,1,0,,"```python
# The comment does not"
Prompt_LLM,5000,21,D1_to_D1,244,/* * TODO: Is this required? Why would the fig already be dashed? * * @see org.tigris.gef.presentation.FigEdge#setFig( * org.tigris.gef.presentation.Fig) */,1,0,,"NON_SATD

Explanation:
The"
Prompt_LLM,5000,21,D1_to_D1,245,// First try with Project.,0,0,,"```python
def classify_comment(comment):"
Prompt_LLM,5000,21,D1_to_D1,246,// TODO: Should we take some action to ensure signature is valid // html?,1,0,,"NON_SATD

Explanation:
The"
Prompt_LLM,5000,21,D1_to_D1,247,// this is expected,0,0,,"NON_SATD

Explanation: The"
Prompt_LLM,5000,21,D1_to_D1,248,//TODO: design new lifecycle for ProxyFactory,1,0,,"NON_SATD

Explanation:
The"
Prompt_LLM,5000,21,D1_to_D1,249,"// TODO: We'd like to test this in its new guise as PackageImport, but // we don't have a good way to do it currently",1,0,,"NON_SATD

Explanation:
The"
Prompt_LLM,5000,21,D1_to_D1,250,/* trim done to workaround stupid oracle bug that cant handle whitespaces before a { in a sp */,1,0,,"**SATD**

Explanation: The comment"
Prompt_LLM,5000,21,D1_to_D1,251,// defer argument checking...,1,0,,"```python
def classify_comment(comment:"
Prompt_LLM,5000,21,D1_to_D1,252,"/** * The DecisionModel is part of the state of the Designer. It * describes what types of decisions, or design issues, the Designer * is thinking about at the current time. Critics that are relevant to * those decisions are made active, Critics that are not relevant are * made inactive. * * TODO: There is some notion that each decision has a * certain importanance at a certain time, but I have not followed * through on that because I don't have good examples of how to * quantify the importance of a decision. * * TODO: Right now the individual decisions are just * Strings, maybe they should have some non-atomic structure? * * @author Jason Robbins */",1,0,,"**NON_SATD**

Explanation:"
Prompt_LLM,5000,21,D1_to_D1,253,"// TODO: We can choose between something which matches UML 1.4 in name // or something that matches in functionality. We've chosen // functionality for now, but this will create a name conflict during // the migration process. - tfm",1,0,,"NON_SATD
To determine whether"
Prompt_LLM,5000,21,D1_to_D1,254,// Add any files,0,0,,"```python
def classify_comment(comment):"
Prompt_LLM,5000,21,D1_to_D1,255,//{{{ caretAutoScroll() method,0,0,,"```python
# The comment ""{{"
Prompt_LLM,5000,21,D1_to_D1,256,// Read the response,0,0,,"```python
# The following Python function"
Prompt_LLM,5000,21,D1_to_D1,257,// cleanAllExtentsBut(model); // TODO: why is this causing a crash?!?,1,0,,"NON_SATD

Explanation:
The"
Prompt_LLM,5000,21,D1_to_D1,258,// TODO: Replace this with a more elegant solution.,1,0,,"```python
# The comment ""TODO"
Prompt_LLM,5000,21,D1_to_D1,259,// eg user just closed a view and didn't focus another,0,0,,"NON_SATD

Explanation: The"
Prompt_LLM,5000,21,D1_to_D1,260,// ######################################################################## // ########## events // ######################################################################## // ------------------------------------------------------------------------ // ------------------------------------------------------------------------,0,0,,"NON_SATD

Explanation: The"
Prompt_LLM,5000,21,D1_to_D1,261,"// add series to collection 1, should be not equal",0,0,,"```python
# The provided Python code"
Prompt_LLM,5000,21,D1_to_D1,262,// String is exhausted,0,0,,"NON_SATD

Explanation: The"
Prompt_LLM,5000,21,D1_to_D1,263,//{{{ Static variables,0,0,,"```python
def classify_comment(comment):"
Prompt_LLM,5000,21,D1_to_D1,264,// TODO: Change this to use an UndoManager instance per project when // GEF has been enhanced.,1,0,,"NON_SATD

Explanation:
The"
Prompt_LLM,5000,21,D1_to_D1,265,"// If we've found thing with type parameters, search them for a match.",0,0,,"NON_SATD

Explanation: The"
Prompt_LLM,5000,21,D1_to_D1,266,/* * @see org.argouml.uml.ui.UMLModelElementListModel2#buildModelList() */,0,0,,"```python
def classify_comment(comment):"
Prompt_LLM,5000,21,D1_to_D1,267,// TODO: People extending GzipWriter/reader will break. Find better way here.,1,0,,"NON_SATD

Explanation:
The"
Prompt_LLM,5000,21,D1_to_D1,268,// TODO: protected methods. this is going to require a rework of some of the mechanism.,1,0,,"NON_SATD

Explanation:
The"
Prompt_LLM,5000,21,D1_to_D1,269,// ignore,0,0,,"NON_SATD

Explanation: The"
Prompt_LLM,5000,21,D1_to_D1,270,// '.' and all precision digits printed,0,0,,"NON_SATD

Explanation: The"
Prompt_LLM,5000,21,D1_to_D1,271,"// drawCross(g, x, y);",0,0,,"```python
def classify_comment(comment:"
Prompt_LLM,5000,21,D1_to_D1,272,/* Primary interpreter set and get variable methods Note: These are squeltching errors... should they? */,1,0,,"NON_SATD

Explanation:
The"
Prompt_LLM,5000,21,D1_to_D1,273,"// The SOS class knows that the SOS server needs the password flag, // even if there is no password ,so we send a "" """,0,0,,"NON_SATD

Explanation: The"
Prompt_LLM,5000,21,D1_to_D1,274,// {n},0,0,,"```python
def classify_comment(comment):"
Prompt_LLM,5000,21,D1_to_D1,275,/* * @see javax.swing.Action#isEnabled() */,0,0,,"**NON_SATD**

Explanation:"
Prompt_LLM,5000,21,D1_to_D1,276,// If we don't always show the scrollbars the whole DataTypePreferencesPanel is flickering like hell.,1,0,,"```python
# Define the function to"
Prompt_LLM,5000,21,D1_to_D1,277,//{{{ removeViewFromList() method,0,0,,"```python
""NON_SATD"
Prompt_LLM,5000,21,D1_to_D1,278,//$NON-NLS-1$,0,0,,"NON_SATD

Explanation: The"
Prompt_LLM,5000,21,D1_to_D1,279,// TODO factor up into GenBaseImpl //,1,0,,"```python
def classify_comment(comment):"
Prompt_LLM,5000,21,D1_to_D1,280,"// variables maintained by server code // @GuardedBy(""sampleStore"") // maintain separate count of samples for speed",0,0,,"NON_SATD

Explanation: The"
Prompt_LLM,5000,21,D1_to_D1,281,//WARNING: We trim the values of all the attributes because //Some extension declarations are badly defined (ie have spaces //after version or vendor),0,0,,"```python
# The provided text is"
Prompt_LLM,5000,21,D1_to_D1,282,// $NON-NLS-1$,0,0,,"NON_SATD

Explanation: The"
Prompt_LLM,5000,21,D1_to_D1,283,// here we tweak the notify flag on the plot so that only // one notification happens even though we update multiple // axes...,1,0,,"```python
NON_SATD"
Prompt_LLM,5000,21,D1_to_D1,284,//TODO: unnecessary for databases with ANSI-style joins,1,0,,"```python
# TODO: unnecessary for"
Prompt_LLM,5000,21,D1_to_D1,285,// ---- emailTextField1 ----,0,0,,"```python
# The final label based"
Prompt_LLM,5000,21,D1_to_D1,286,// TODO: put these nil guards into tree (bigger than I want to do right now),1,0,,"```python
def classify_comment(comment):"
Prompt_LLM,5000,21,D1_to_D1,287,//case Constants.PUTFIELD:,0,0,,"```json
{
  ""label"":"
Prompt_LLM,5000,21,D1_to_D1,288,"/* * MDR has a hardcoded printStackTrace on all exceptions, * even if they're caught, which is unsightly, so we handle * unknown elements ourselves rather than letting MDR throw * an exception for us to catch. * * org/netbeans/lib/jmi/util/Logger.java * * This can be uses to disable logging. Default output is * System.err * setProperty(""org.netbeans.lib.jmi.Logger.fileName"", """") * org.netbeans.mdr.Logger * * The property org.netbeans.lib.jmi.Logger controls the minimum * severity level for logging */",0,0,,"NON_SATD

Explanation: The"
Prompt_LLM,5000,21,D1_to_D1,289,// $NON-NLS-1$,0,0,,"NON_SATD

Explanation: The"
Prompt_LLM,5000,21,D1_to_D1,290,/* * @see org.argouml.uml.ui.UMLComboBoxModel2#getSelectedModelElement() */,0,0,,"```python
def classify_comment(comment):"
Prompt_LLM,5000,21,D1_to_D1,291,// append the SQL to return the generated identifier //TODO: suck into Insert,1,0,,"NON_SATD

Explanation:
The"
Prompt_LLM,5000,21,D1_to_D1,292,//}}},0,0,,"**NON_SATD**

Explanation:"
Prompt_LLM,5000,21,D1_to_D1,293,// No point in keeping garbage. //,0,0,,"NON_SATD

Explanation: The"
Prompt_LLM,5000,21,D1_to_D1,294,"// again, shouldn't happen. TODO: might want to throw exception instead.",1,0,,"NON_SATD

Explanation:
The"
Prompt_LLM,5000,21,D1_to_D1,295,// Don't keep reporting the same hang every 100 ms.,0,0,,"```python
# Define the function to"
Prompt_LLM,5000,21,D1_to_D1,296,// TODO: Something about pipe buffer length here,1,0,,"NON_SATD

Explanation:
The"
Prompt_LLM,5000,21,D1_to_D1,297,"// Allow the mimetype of the file to control the content type // This is not obvious in GUI if you are not uploading any files, // but just sending the content of nameless parameters // TODO: needs a multiple file upload scenerio",1,0,,"NON_SATD

Explanation:
The"
Prompt_LLM,5000,21,D1_to_D1,298,// // inner class for the data display pane //,0,0,,"```python
def classify_comment(comment):"
Prompt_LLM,5000,21,D1_to_D1,299,// istore_3 // store i,0,0,,"NON_SATD

Explanation: The"
